dw_true,dw_pred,dw_pred_round,hit,conf,a_dist,b_dist
1.0,7.0,7.0,False,1.7918872237205505,21.97527050420336,25.110228869976233
1.0,43.0,43.0,False,1.2722892761230469,33.506666801150054,22.709857527883514
1.0,-2.0,-2.0,False,3.166866660118103,16.476503345859022,17.000455429484102
1.0,-3.0,-3.0,False,1.6014197170734406,32.12027947740118,7.830101327155228
1.0,12.0,12.0,False,4.409907937049866,34.55536317175504,12.123482835372446
1.0,26.0,26.0,False,3.4918755888938904,21.97527050420336,15.259049779022657
1.0,25.0,25.0,False,2.827241003513336,11.891524893635781,34.28624739686573
1.0,11.0,11.0,False,2.377973973751068,12.15804232448886,36.32615507301751
1.0,8.0,8.0,False,1.5454643964767456,28.436787422390914,29.97094400308464
1.0,10.0,10.0,False,1.4564008712768555,5.803615548102388,35.55189750318062
1.0,-22.0,-22.0,False,0.5817304030060768,26.19546307600997,36.58256076932568
1.0,29.0,29.0,False,1.9029890298843384,21.00143445883193,25.779079646453884
1.0,32.0,32.0,False,1.5454643964767456,28.241703536871686,29.97094400308464
1.0,25.0,25.0,False,3.4302435517311096,37.221840935900396,5.750422254897386
1.0,-2.0,-2.0,False,3.4167032837867737,16.476503345859022,5.505913503109466
1.0,21.0,21.0,False,3.61654531955719,14.233193642662608,13.54448294282497
1.0,40.0,40.0,False,0.9620440006256104,14.36007804934402,31.334062047019295
1.0,5.0,5.0,False,3.513404428958893,3.0582732011945124,15.015654469599074
1.0,-5.0,-5.0,False,5.019059479236603,29.93941617499677,8.682359231015857
1.0,31.0,31.0,False,4.846073091030121,10.721429695615113,13.54448294282497
1.0,-32.0,-32.0,False,2.0592445135116577,2.45332559142066,31.049782496380065
1.0,24.0,24.0,False,2.2603155374526978,33.85319566165575,35.55189750318062
1.0,-8.0,-8.0,False,4.847037851810455,25.34191135270386,23.64526692746963
1.0,42.0,42.0,False,5.334409773349762,22.622106293308587,35.55189750318062
1.0,17.0,17.0,False,3.6886858344078064,31.633113739998713,14.635311078361559
1.0,-10.0,-10.0,False,3.558371424674988,26.665122448396676,8.682359231015857
1.0,43.0,43.0,False,4.245487987995148,14.36007804934402,13.54448294282497
1.0,-29.0,-29.0,False,1.7537974417209625,19.44587090603528,18.376355698586874
1.0,-8.0,-8.0,False,1.8226872682571411,24.526909511007148,12.123482835372446
1.0,6.0,6.0,False,1.681734323501587,18.97980964930986,12.123482835372446
1.0,28.0,28.0,False,3.1916115283966064,37.221840935900396,32.06095576146131
1.0,40.0,40.0,False,3.353753387928009,34.55536317175504,18.069541640936148
1.0,4.0,4.0,False,2.714562237262726,29.916554380824223,31.170176493708304
1.0,-6.0,-6.0,False,2.1971494555473328,25.650153268575533,18.83535665710609
1.0,-8.0,-8.0,False,2.600566029548645,36.54530892802489,4.855912228967844
1.0,-12.0,-12.0,False,2.812972366809845,21.729756548132638,32.824995353797185
